date,company,state,zip,product,sub_product,issue,sub_issue,consumer_complaint,company_response,tags,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,ID
6/2/16,AMERICAN EXPRESS COMPANY,NC,276XX,Credit card,,Advertising and marketing,,"I applied for an American Express Delta Skymiles Credit Card in XXXX 2016. I have screenshots from XXXX and the application showing that the offer was for XXXX miles however I am being told it was only for XXXX miles. I have clear evidence showing that the website said XXXX miles. I complained to Amex and it took 5 weeks for them to say they would not credit me the extra XXXX miles as promised. They claim the offer said XXXX and that is that. They consider the matter closed, however I believe there is malpractice here in advertising because the website clearly shows XXXX miles when you spend first {$1000.00}. Even when I showed them evidence of this they said no. They claim my offer said XXXX miles but the screenshot shows I was logged in under my skymiles profile and it clearly says my name in the web page and an offer of XXXX miles. I tried to reach out to their executive office to no avail. I am very dissatisfied with the level of service and misleading credit card application. I feel like I have been deceived and that I was tricked into opening a credit card and am not receiving the full benefits promised on XXXX. I complained to the XXXX and American Express now says they will no longer respond to my complaint since the "" issue is resolved '' however it is not resolved at all. Screenshots attached.",,,Web,Closed with explanation,Yes,Yes,1952507
12/18/13,DriveTime,FL,32839,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,,Web,Closed,Yes,Yes,642466
12/10/16,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,775XX,Bank account or service,Checking account,"Account opening, closing, or management",,"I did not get the bonus for opening checkings account with Bank of America. On the website XXXX I scheduled an appointment to my nearest branch as said on the website from the link on the website. I received email on XXXX XXXX, 2016, XXXX CT with confirmation number for appointment XXXX to open the account with above offer. I opened the checkings bank account next day with bank manager saying that bonus will be honored once direct deposits are made. I chatted with Bank of America representative same night to know when Bonus shall be received. She said that Bonus will be received after 90 days of meeting requirements. I did n't receive bonus till XXXX. I called Bank of America on XXXX XXXX on customer service. The representative said that after meeting requirements in 90 days, it usually takes around 1 month for processing the bonus. In XXXX I did n't receive any bonus. On XXXX XXXX, 2016 I again called the customer representative that I did n't receive bonus in spite of continuous direct deposits. She asked me to call XXXX number as the Promotion department was closed that time. I called the above number on XXXX XXXX, 2016, I called the above number and everything was answered in XXXX. So I again called the customer care on XXXX XXXX, 2016 to take up the case, continuing from yesterday. He calls the promotional branch and replies that I am not eligible for Bonus. He tells me that my name is not there in their list. I tell them its not mandatory to open the account online, its given on the website that the account can also be opened by going to the branch and my scheduling appointment through the website is the proof of it. They told me that you can talk back to the branch. I am tired of this Flip-flop from one person to other. 
My logic is simple. I opened the account through the promotional offer website by going to branch. The branch person who opened my account. I met all requirements with all direct deposits till today. Now its their turn to honor the bonus. My work hours as a XXXX do n't give me time to go to the bank branch on weekdays like they want and I do n't understand, why I should go to the branch. They should contact the branch manager by themselves and resolve the issue, but the customer service do n't want to open the case. I think Bank of america just does n't want to honor the bonus and make their customers beg for bonus. I am soon going to terminate my account if I do n't get my rightful bonus from them.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with monetary relief,Yes,No,2244476
11/18/15,WELLS FARGO & COMPANY,TX,75043,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1662440
6/27/13,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,95828,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,445380
10/4/16,"EQUIFAX, INC.",CA,95307,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"Older American, Servicemember",Phone,Closed with explanation,Yes,No,2146595
11/8/14,"NRA Group, LLC",PA,17319,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,,Web,Closed with non-monetary relief,Yes,No,1108765
10/30/14,"EQUIFAX, INC.",OR,97504,Credit reporting,,Incorrect information on credit report,Account terms,,,,Web,Closed with explanation,Yes,Yes,1093061
3/11/16,PNC Bank N.A.,MD,211XX,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"I 've been on the phone for at least 3 hours every day in XX/XX/XXXX & this month, as I do not see foreclosure sale have ceased on my home even though I have a mediation date set for XXXX/XXXX/XXXX. I have called the foreclosure attorneys repeatedly & no one has responded by mail, phone or otherwise since XX/XX/XXXX when they got involved. I requested a loan modification on my mortgage each month since XXXX/XXXX/XXXX when my hardship began. Each month the bank closed my file requesting documents which were already provided & /or which do not exist. A rep. at the bank advised me after foreclosure attorneys were involved I was n't eligible for a modification but still need to request it & if declined I then could work out a payoff quote. No one assisted in this matter whatsoever I was never declined. Every time I called the bank they said I did not provide records & every month I requested a payoff quote. Since I could not reach resolution & payoff amount from the bank or from the foreclosure attorneys I requested mediation. My check was cashed for {$50.00} & mediatio on XXXX/XXXX/XXXX date set. I mailed in documents as instructed by the foreclosure attorneys for mediation. An attorney I was working w/ also mailed in a request for mediation XXXX XXXX, XXXX & no one responded & not one person called us back. Since I have reported to my bank the foreclosure attorneys did not provide a payoff quote. The mortgage company said the foreclosure attorneys must provide a payoff quote & also must be notified of the mediation. The foreclosure attorneys were mailed copies the same & court got the documents but the bank & the foreclosure attorneys have not researched, have not assisted & not found the documents? This is consistent w/ the entire handling of my case-negligence. As a result a sale date established & since I have called the administrative hearings office, have called PNC Bank, have called the foreclosure attorneys & the only parties helping was the person at the administrative hearings office. I was advised unless there was a technicality she was not aware of the foreclosure sale date should have been canceled. However, this was not done! As I prepare my documents for mediation the bank has not reviewed carefully I called PNC on XXXX/XXXX/XXXX & requested why my account was not in mediation & they advised me to call the foreclosure attorneys. I advised my bank as I have done repeatedly since XXXX/XXXX/XXXX the foreclosure attorneys do not answer the phone, do not respond to letters, do not return phone calls. PNC Bank put me on hold & called the foreclosure attorneys on XXXX/XXXX/XXXX, XXXX/XXXX/XXXX, XXXX/XXXX/XXXX, XXXX/XXXX/XXXX, XXXX/XXXX/XXXX, XXXX/XXXX/XXXX & said they are requesting information from the administrative hearings. Each time I called PNC I requested my account documented why I was calling which is the foreclosure attorneys do not respond at all. Today XXXX/XXXX/XXXX an attorney assisting me told me there was a Motion to Strike Request for Mediation on XXXX/XXXX/XXXX. I feel it is the responsibility of the bank to advise me as I was calling each day as the XXXX/XXXX/XXXX sale date was coming. This account has already been compromised by several calling in & telling the bank erroneous information resulting in documents being requested of me which do not exist. Each time I call in PNC representatives tell me the previous rep. did not take any notes, did not assist me & did not input any information of the mediation in their systems despite assuring me they did so. I was assured by each PNC representatives "" they are doing all they can ''. They did not do anything which resulted in a Chp. XXXX Bankruptcy today to stop this sale. No guarantee at all. I 've been requesting mediation since XXXX/XXXX/XXXX when PNC requested documents not applicable to my situation or me whatsoever. The Motion to Strike filed XXXX/XXXX/XXXX said I did not file timely? We had XXXX inches of snow schools, court closed, mail stopped for a week XX/XX/XXXX-XX/XX/XXXX! Please help!",,,Web,Closed with explanation,Yes,No,1826621
9/23/16,CAPITAL ONE FINANCIAL CORPORATION,NV,891XX,Credit card,,Other,,"MY CREDIT CARDS WITH CAPITAL ARE RESTRICTED DO TO NO PAYMENTS MADE, I HAVE NOW PAID THEM CURRENT OR PAID THEM TO XXXX AND THEY REMAIN RESTRICTED. AND THEY DO NOT WANT TO TELL ME HOW I CAN GET THEM RESTRICTED OR IF THEY WILL CLOSE, ALL THEY SAY IS THAT THE SYSTEM WILL DETERMINE WHAT WILL HAPPEN TO THE CARDS. I DONT WANT TO CLOSE THEM SINCE IT WILL DAMAGE MY CREDIT MORE THEN IT ALREADY IS, I MADE THE DRASTIC PAYMENT AMOUNTS SO THAT I CAN USE THEM TO HELP ME REBUILD MY CREDIT. BUT IF THEY ARE GOING TO CLOSE THEM, THEN THEY SHOULD DISCLOSE THAT NOW SO I CAN DETERMINE WHAT I NEED TO DO.",,,Web,Closed with explanation,Yes,No,2127780
10/21/13,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KY,40206,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,,Postal mail,Closed with explanation,Yes,Yes,564543
10/27/14,"CITIBANK, N.A.",WI,53072,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,,,,Web,Closed with non-monetary relief,Yes,Yes,1089401
10/28/15,PORTFOLIO RECOVERY ASSOCIATES INC,FL,338XX,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Portfolio Recovery Associates accepted payment to close the account but continue to report inaccurate information to all XXXX credit bureaus. Portfolio Recovery is knowingly reporting false information to the credit reporting bureaus after accepting and depositing a check as final payment. I have disputed this account by providing the original letter and cashed check as paid in full however they ( Portfolio ) continue to report to the credit bureaus as a balance. Portfolio Recovery has stopped all attempts to communicate after check was cleared. This account is further negatively affecting my credit report and score due to this company 's false reporting.,,,Web,Closed with explanation,Yes,Yes,1629950
7/17/13,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,91950,Credit reporting,,Incorrect information on credit report,Account status,,,,Web,Closed with non-monetary relief,Yes,No,462180
1/21/16,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,11229,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,Company chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,No,1751754
3/13/14,PNC Bank N.A.,VA,22408,Bank account or service,Checking account,"Account opening, closing, or management",,,,Older American,Web,Closed with explanation,Yes,Yes,757879
5/23/16,Peterson Enterprises Inc.,WA,98121,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,,Web,Closed with explanation,No,No,1936357
9/10/12,WELLS FARGO & COMPANY,GA,30341,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,,Referral,Closed with explanation,Yes,Yes,149845
2/3/16,WELLS FARGO & COMPANY,MS,39505,Bank account or service,Checking account,Deposits and withdrawals,,,Company chooses not to provide a public response,Older American,Phone,Closed with non-monetary relief,Yes,No,1772190
5/7/15,JPMORGAN CHASE & CO.,CA,90232,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,1366076
12/3/12,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11010,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,Yes,201990
6/15/15,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,44129,Credit reporting,,Incorrect information on credit report,Personal information,,Company chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1420854
6/9/16,WELLS FARGO & COMPANY,FL,33703,Bank account or service,Checking account,Deposits and withdrawals,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1961217
7/25/16,OCWEN LOAN SERVICING LLC,TX,77088,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,Yes,2029415
7/25/16,"EQUIFAX, INC.",MS,39213,Credit reporting,,Incorrect information on credit report,Account terms,,,,Web,Closed with explanation,Yes,No,2028931
3/19/14,Ditech Financial LLC,KY,40228,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,,Web,Closed with explanation,Yes,No,768591
1/8/14,"Seterus, Inc.",MI,48178,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Fax,Closed with explanation,Yes,No,658958
8/6/13,Experian Information Solutions Inc.,TX,77065,Credit reporting,,Incorrect information on credit report,Account status,,,,Postal mail,Closed with non-monetary relief,Yes,No,482150
1/2/16,"EQUIFAX, INC.",PA,191XX,Credit reporting,,Incorrect information on credit report,Account terms,XXXX account is schedule to come off my Equifax credit report XXXX 2016 and Equifax refuses to remove it from my credit report,,,Web,Closed with explanation,Yes,Yes,1724673
6/24/12,JPMORGAN CHASE & CO.,CA,92711,Credit card,,Credit line increase/decrease,,,,Older American,Web,Closed with explanation,Yes,No,107105
6/30/15,NATIONSTAR MORTGAGE,NJ,080XX,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,My mortgage was sold by XXXX XXXX XXXX to Nationstar Mortgage. I looked up Nationstar online and read all of the horror stories about how inept of a company Nationstar is. So I refinanced my mortgage with XXXX XXXX and the process went smoothly. XXXX paid my loan off on XXXX XXXX. I was told many conflicting stories about when I would receive a check with my escrow balance when I called their support center multiple times. I was told my balance was cleared to be sent on the XXXX and a check was mailed on the XXXX that I never received. They will not send my check by certified mail/XXXX/XXXX with a tracking number and they wo n't wire my money to me. They are purposely sitting on my escrow balance of {$1800.00} and wo n't send it to me.,,,Web,Closed with explanation,Yes,No,1444273
10/29/14,"Navient Solutions, LLC.",FL,33326,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Older American,Web,Closed with explanation,Yes,No,1091293
12/29/15,Experian Information Solutions Inc.,NJ,7701,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,Yes,1719659
7/31/12,"Navient Solutions, LLC.",FL,32839,Student loan,Non-federal student loan,Problems when you are unable to pay,,,,,Referral,Closed with explanation,Yes,No,128092
5/7/17,"Data-Central, LLC",CA,93722,Debt collection,Medical debt,Attempts to collect debt not owed,Debt was paid,,,Servicemember,Web,Closed with explanation,Yes,N/A,2477924
5/16/16,"Credit Central Holdings, LLC",SC,29302,Consumer Loan,Installment loan,Problems when you are unable to pay,,,Company disputes the facts presented in the complaint,,Web,Closed with explanation,Yes,No,1927138
6/29/13,WELLS FARGO & COMPANY,MI,48126,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,444609
6/8/16,NCB MANAGEMENT SERVICES INC,PA,18347,Debt collection,Auto,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,,Web,Closed with explanation,Yes,No,1959516
7/26/12,WELLS FARGO & COMPANY,TX,78613,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,125282
6/3/15,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11717,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,,,Web,Closed with non-monetary relief,Yes,No,1403893
5/27/15,SYNCHRONY FINANCIAL,TX,78242,Consumer Loan,Installment loan,Shopping for a loan or lease,,,,,Phone,Closed with explanation,Yes,No,1394400
12/29/16,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,751XX,Credit reporting,,Incorrect information on credit report,Public record,"TransUnion has failed to remove, correct or produce proof of their reporting a public record that I have proven to to be reported wrong. Month after month, I receive the same statement that these stay on for 7-10 years or that it will not be investigated anymore. I 'M PROVING TO THEM THAT THEY HAVE IT WRONG, SO HOW CAN THEY KEEP IT ON MY CREDIT FILE??? I 've included my dispute with them below, as well as the actual page from my credit report to prove their ineptitude. 

`` county clerk XXXX '' # 1 You have the filing year incorrect - this was not filed in 2012 - send me the actual documentation that states that this was filed in 2012 - this is made available to me under section 609 # 2 You have the court listed as `` county clerk '' : the court is not named `` county clerk '' and you must have the actual name of the court for this to be accurate and correct and you do not # 3 You have the reference # listed as XXXX and this is not the actual reference # for this # 4 You have the original liability amount listed as "" XXXX '' which is also not correct # 5 you have no plaintiff listed",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,No,2266190
2/25/16,"Seterus, Inc.",IL,62298,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,1803294
2/19/15,ZARVAD III S.A.,PR,952,Payday loan,,Can't contact lender,,,,,Web,Closed with explanation,Yes,Yes,1246515
3/14/14,"Mountain Land Collections, Inc.",UT,84047,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,,,Web,Closed with explanation,Yes,No,757113
4/14/15,Experian Information Solutions Inc.,WA,98223,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,Company chooses not to provide a public response,,Web,Closed with explanation,Yes,Yes,1328824
6/14/16,NATIONSTAR MORTGAGE,TX,750XX,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,"XXXX XXXX XXXX home loan servicing assigned a XXXX balanced loan to Nationstar. 

After transfer, to date Nationstar claims more than {$110000.00} is due.",,,Web,Closed with explanation,Yes,No,1967421
1/29/16,"Empowerment Ventures, LLC",TX,782XX,Bank account or service,Checking account,Deposits and withdrawals,,"I use Rushcard services for my military XXXX deposit, my money goes in on the XXXX and I try to pay may bills but the card is decline. The card I 'm using expiration date is XXXX. So I call customer service and they say the card no longer works because the new card they sent out came back to them for the wrong address. I tried to explain to them that my card is good til the end of the month but the service rep told me that 's how their system works. Even though I have to accounts with them I still can not touch my money. Now the rep tells me to verify my address so I did, the rep then says the card would be in the mail in 2 days. Those days have pass and still no card because they sent the card to the wrong address again. We are now on day 3 and I 'm told they sent it to the right address and ups got it wrong. Mean while I have XXXX accounts with them and they would not make my money available to me. I have child care, cable bill and etc that are due when due otherwise there are no services. A rep sent me an email at XXXX stating they know how frustrating it could be and I might have a card in 3 to 5 days but if I need my funds immediately to leave them my contact information so I left my contact information and now there 's no reply.",,,Web,Closed with explanation,Yes,No,1762795
3/11/16,WELLS FARGO & COMPANY,MA,2481,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1828189
8/29/16,GREAT LAKES,CA,91789,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Keep getting calls about my loan,,Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,No,2084968
3/18/13,TD BANK US HOLDING COMPANY,NY,10307,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,357974
8/17/15,"AmerAssist A/R Solutions, Inc.",MD,20724,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Servicemember,Web,Closed,Yes,No,1522478
2/19/14,Experian Information Solutions Inc.,NV,89145,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,,Web,Closed with explanation,Yes,Yes,721151
7/29/16,Allen & Withrow,AR,728XX,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"See also Complaint XXXX, against XXXX XXXX XXXX. This complaint is against law firm representing them. 
Currently engaged as Pro Se Defendant in lawsuit w/ XXXX , XXXX XXXX District Court , XXXX , Arkansas division Case No XXXX. See attached items. 
Plaintiff 's counsel is in clear violation of XXXX of Consent Order XXXX-CFPB, which is specifically applicable to Respondent 's attorneys and representatives. 
Bill of Sale presented by Plaintiff, via their counsel, as evidence in this matter contains no reference to the Defendant, any personal information pertaining to the Defendant, nor the alleged account number or particular Debt being collected on, at issue in this action, nor is there "" exhibit attached to each bill of sale or other document transferring ownership of the Debt that is represented or warranted by a Seller to be a list all Debts acquired in that Portfolio. '' There is only a separate XXXX column printout page which does not meet the requirements of Order, and has no notation, header, footer or other identifying characteristic back to bill of sale.Although I requested adequate proof of ownership in Discovery via Request for Production of Documents, Plaintiff 's counsel objected to request as irrelevant. 
Also, Plaintiff 's counsel is in violation of XXXX of Consent Order, there is no direct reference in the original Complaint Affidavit nor Trial Affidavits as to the definitions of what or which documents the Affidavits to be "" personally acquainted with the facts stated herein. '' Trial is iset for XXXX. Plaintiff 's Counsel 's XXXX responses indicate no further documentation to be provided nor witnesses to be called, depriving me of opportunity to cross-examine affiants, No affidavits filed from alleged original creditor. 
This indicates a continued effort to litigate and collect on a debt which can not be properly proven, and a lack of appropriate documentation which, per Consent Order, must be in hand before filing suit.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,2037039
9/29/14,M&T BANK CORPORATION,OR,97123,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Referral,Closed with monetary relief,Yes,No,1048926
10/21/16,Experian Information Solutions Inc.,GA,30047,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,No,2172935
2/5/15,Experian Information Solutions Inc.,CA,91741,Credit reporting,,Incorrect information on credit report,Public record,,,Older American,Web,Closed with explanation,Yes,No,1225988
12/6/13,Resurgent Capital Services L.P.,WA,98208,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,,Postal mail,Closed with explanation,Yes,No,627455
3/9/17,OCWEN LOAN SERVICING LLC,TX,786XX,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"Our original mortgage had the wrong property city and zip. Original mortgage had property city as XXXX and zip as XXXX. We recently received a loan modification and the loan modification contained the correct property city and zip. According to our Servicer, Ocwen Loan Servicing , LLC, the entity that currently owns the account and holds the note is XXXX BankXXXX as Trustee for Option One Mortgage Loan Trust 2006-1, Asset-Backed Certificates, Series 2006-1, XXXX XXXX : XXXX, XXXX, MD XXXX. The new modified loan balance has been reported and reflected in the trust, but the property city and zip are still incorrect.",,,Web,Closed with explanation,Yes,Yes,2379389
2/28/12,AMERICAN EXPRESS COMPANY,OH,43203,Credit card,,Unsolicited issuance of credit card,,,,,Referral,Closed without relief,Yes,No,28033
6/27/16,TOWNE MORTGAGE COMPANY,KY,40972,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company believes the complaint is the result of a misunderstanding,Servicemember,Web,Closed with explanation,Yes,No,1986638
2/26/14,Ditech Financial LLC,IL,60118,Debt collection,Mortgage,Improper contact or sharing of info,Talked to a third party about my debt,,,,Web,Closed with explanation,Yes,No,733184
11/8/16,"EQUIFAX, INC.",NJ,074XX,Credit reporting,,Incorrect information on credit report,Public record,"I filed for chapter XXXX bankruptcy in XXXX but the confirmation was denied and the case was dismissed. I recently confirmed that the Bankruptcy public record was removed from my XXXX and XXXX credit reports but not from Equifax. I submitted numerous online disputes which returned as being reported correctly. I called Equifax to find out why the public record was not removed as were XXXX and XXXX. I was told that Equifax does not report according to what is on the other major credit reporting bureaus. Equifax insisted that the public record will remain on my report until XXXX. I have suffered much hardships due to my credit report over the years. It has been a long road to recovery for me over the years in reestablishing my credit. I am pleading with CFPB to assist me in clearing this public record from my personal credit report so that i can move on with my life. 
Thank you for your assistance in this matter. 

Sincerely, XXXX XXXX",,,Web,Closed with explanation,Yes,Yes,2200304
1/12/15,"Caliber Home Loans, Inc.",CA,95828,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,1205542
10/5/16,PAYPAL HOLDINGS INC.,VA,23666,Prepaid card,Mobile wallet,Unauthorized transactions/trans. issues,,,,,Referral,Closed with explanation,Yes,No,2147387
7/1/15,JPMORGAN CHASE & CO.,GA,300XX,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"I have a Mortgage Loan with JP Morgan Chase, on my primary residence.Because of various hardships, listed in my hardship letter, I fell behind on my payments. I understand I am behind by 6 payments ( {$6300.00} ) including XXXX 2015. 

They have scheduled an Auction Date of XXXX XXXX 2015 to sell my home. So I had submitted a complete HAMP Modification package on XXXX XXXX 2015. They received it but said that I should have applied at least 1 month before the auction date. Since I did not do that, they are going ahead with the Auction. I DO NOT KNOW, IF THERE IS ANY SUCH RULE UNDER HAMP GUIDELINES.Please examine this and arrange to stop the auction. 
Since they are saying it is too late to do a modification, I requested them to allow me a Repayment Plan with 50 % of the arrears being paid now and the balance in say 6 monthly installments along with my regular payments.Even this they refused and are bent upon auctioning the property on XXXX XXXX. 

This is my Primary Residence, and I want them to give me a chance to keep it.If they auction it, my husband, I and my XXXX XXXX children will be thrown onto the street.",,,Web,Closed with explanation,Yes,Yes,1448023
9/1/16,Experian Information Solutions Inc.,NC,273XX,Credit reporting,,Credit monitoring or identity protection,Billing dispute,"On XXXX XXXX, 2016, I signed up for a 7 day trial to receive my XXXX score for {$1.00}. On XXXX XXXX, 2016, I called and cancelled my trial period. I just found out on XXXX XXXX, 2016 while checking my debit card details, {$24.00} was taken off of my card by Experian. After speaking with them I found out that they have taken the following from my debit card. On XXXX {$21.00}. On XXXX {$21.00}. On XXXX {$43.00}. On XXXX {$21.00}. The XXXX/XXXX/16 for {$24.00} was the only XXXX refunded and they said that they cancelled my account. After speaking with Experian and letting them know that I had cancelled my account with them before the 7 day trial was up, they refused to listen. Due to having XXXX XXXX, I have to write every day, date, time and the name/ID of the customer service representative I speak to when it comes to anything important such as this. Experian would not do anything about their mistake and I 'm hoping that you will be able to help me get back the money that is owed to me. They had no right to take it from me to begin with.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with monetary relief,Yes,No,2092769
6/1/12,PNC Bank N.A.,NH,3045,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Referral,Closed with non-monetary relief,Yes,Yes,91376
3/11/14,OCWEN LOAN SERVICING LLC,NY,11223,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,752390
10/4/12,"CITIBANK, N.A.",NY,11756,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,,Referral,Closed with monetary relief,Yes,No,165335
1/10/14,BARCLAYS BANK DELAWARE,CA,92123,Credit card,,Closing/Cancelling account,,,,Servicemember,Phone,Closed with monetary relief,Yes,No,663904
4/13/16,CAPITAL ONE FINANCIAL CORPORATION,GA,31905,Credit card,,Customer service / Customer relations,,,,Servicemember,Phone,Closed with explanation,Yes,No,1877130
3/17/17,Experian Information Solutions Inc.,SC,294XX,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,I HAVE DISPUTED THESE ITEMS TO BE REMOVED BE OFF MY CREDIT REPORT AND IT SEEMS AS IF THEY REFUSE TO REMOVE THE ITEMS OFF MY CREDIT REPORT FROM ALL OF THE 3 OF THE CREDIT BUREAUS AFTER ATTEMPTING TO DISPUTE MULTIPLE TIMES. I HAVE SUPPORTING DOCUMENTS THAT SUPPORT MY CASE.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with non-monetary relief,Yes,No,2391845
11/6/13,Experian Information Solutions Inc.,FL,33186,Credit reporting,,Incorrect information on credit report,Account status,,,,Web,Closed with explanation,Yes,No,587204
2/20/15,Experian Information Solutions Inc.,NJ,7078,Credit reporting,,Incorrect information on credit report,Account terms,,,,Web,Closed with explanation,Yes,No,1250196
3/6/15,"CAVALRY INVESTMENTS, LLC",NY,12801,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,,Web,Closed with non-monetary relief,Yes,No,1270914
1/29/13,WELLS FARGO & COMPANY,NY,10465,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,,Web,Closed with explanation,Yes,No,273820
5/21/13,WELLS FARGO & COMPANY,TX,77546,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Referral,Closed with explanation,Yes,No,413165
8/6/15,"Capital Accounts, LLC",NY,11204,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,,Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,No,1507560
3/27/13,"BANK OF AMERICA, NATIONAL ASSOCIATION",ID,83406,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,Yes,367540
4/29/16,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,43123,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1902690
12/6/12,BMO HARRIS BANK NATIONAL ASSOCIATION,AZ,85254,Bank account or service,Checking account,"Account opening, closing, or management",,,,Older American,Postal mail,Closed with explanation,Yes,No,205127
